,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
861,2359300030,3,1.0,910,5212,1.0,Average,7,910,0.0,1951,0.0,1520,6300,"[47.6742, -122.284]",3.0,5.7274725274725276,0.5986842105263158,303.3333333333333,medium
13404,2553300120,3,2.0,2020,10584,1.0,Average,10,2020,0.0,1994,0.0,3030,9870,"[47.5851, -122.028]",1.5,5.23960396039604,0.6666666666666666,673.3333333333334,high
16575,4310702759,2,1.5,1030,798,3.0,Average,8,1030,0.0,2008,0.0,1020,1026,"[47.6975, -122.34]",1.3333333333333333,0.7747572815533981,1.0098039215686274,515.0,medium
1942,1118001805,4,3.75,4490,7623,2.0,Good,10,3090,1400.0,1941,0.0,3760,7653,"[47.6315, -122.29]",1.0666666666666667,1.697772828507795,1.1941489361702127,1122.5,high
10295,955000060,2,2.0,1690,4200,2.0,Average,7,1690,0.0,1906,0.0,1540,4200,"[47.621, -122.303]",1.0,2.485207100591716,1.0974025974025974,845.0,medium
4331,4217401055,4,2.5,2920,4000,1.5,Very Good,8,1910,1010.0,1909,0.0,2470,4000,"[47.6578, -122.28]",1.6,1.36986301369863,1.1821862348178138,730.0,medium
14119,1962200145,3,1.75,2060,3300,2.0,Good,9,1500,560.0,1918,0.0,1830,3712,"[47.6498, -122.32]",1.7142857142857142,1.6019417475728155,1.1256830601092895,686.6666666666666,medium
3970,1326059085,3,2.25,2080,111513,1.5,Average,8,1680,400.0,1977,0.0,2440,107157,"[47.7403, -122.112]",1.3333333333333333,53.61201923076923,0.8524590163934426,693.3333333333334,medium
19346,3992700475,3,1.75,1350,7200,1.0,Very Good,7,1350,0.0,1954,0.0,1100,7200,"[47.713, -122.284]",1.7142857142857142,5.333333333333333,1.2272727272727273,450.0,medium
12851,4058801325,2,1.0,1070,5824,1.0,Very Good,7,1070,0.0,1949,0.0,2090,7980,"[47.507, -122.242]",2.0,5.442990654205608,0.5119617224880383,535.0,medium
13193,2026049183,2,1.5,1230,1516,3.0,Average,8,1230,0.0,2000,0.0,1352,1411,"[47.7265, -122.314]",1.3333333333333333,1.232520325203252,0.9097633136094675,615.0,medium
2775,9264930400,3,2.5,2040,9765,2.0,Average,8,2040,0.0,1985,0.0,2350,10150,"[47.309, -122.349]",1.2,4.786764705882353,0.8680851063829788,680.0,medium
4145,6447300265,4,5.5,7080,16573,2.0,Average,12,5760,1320.0,2008,0.0,3140,15996,"[47.6151, -122.224]",0.7272727272727273,2.340819209039548,2.254777070063694,1770.0,high
19689,6749700004,2,1.0,840,863,3.0,Average,8,840,0.0,2008,0.0,1110,1190,"[47.6974, -122.349]",2.0,1.0273809523809523,0.7567567567567568,420.0,medium
2411,3407700046,3,2.5,2410,64073,1.0,Good,8,1820,590.0,1976,0.0,2980,48760,"[47.7457, -122.141]",1.2,26.58630705394191,0.8087248322147651,803.3333333333334,medium
15457,2880100675,2,1.0,980,2130,1.0,Good,6,860,120.0,1918,0.0,980,2800,"[47.6769, -122.366]",2.0,2.173469387755102,1.0,490.0,low
1546,5126900310,2,1.0,1100,7200,1.0,Good,6,1100,0.0,1944,0.0,1390,7200,"[47.4752, -122.172]",2.0,6.545454545454546,0.7913669064748201,550.0,low
6953,723000114,5,3.5,4010,8510,2.0,Very Good,9,2850,1160.0,1971,0.0,2610,6128,"[47.6578, -122.286]",1.4285714285714286,2.1221945137157108,1.5363984674329503,802.0,medium
3135,7550801220,2,1.0,1020,5000,1.5,Good,6,1020,0.0,1906,0.0,1490,5000,"[47.6725, -122.396]",2.0,4.901960784313726,0.6845637583892618,510.0,low
13232,475000975,4,2.0,1640,5000,2.0,Average,7,1640,0.0,1907,1983.0,1240,5000,"[47.6662, -122.365]",2.0,3.048780487804878,1.3225806451612903,410.0,medium
15627,6147650170,4,2.5,2230,4541,2.0,Average,7,2230,0.0,2006,0.0,2800,4860,"[47.3848, -122.1]",1.6,2.036322869955157,0.7964285714285714,557.5,medium
20782,952005863,3,2.25,1760,2122,3.0,Average,9,1760,0.0,2015,0.0,1420,1618,"[47.5633, -122.385]",1.3333333333333333,1.205681818181818,1.2394366197183098,586.6666666666666,medium
14715,7202340720,3,2.5,2480,9041,2.0,Average,7,2480,0.0,2004,0.0,2480,6500,"[47.6797, -122.035]",1.2,3.645564516129032,1.0,826.6666666666666,medium
3805,9284802215,5,3.0,2500,5750,1.0,Average,8,1430,1070.0,1999,0.0,1980,7130,"[47.551, -122.369]",1.6666666666666667,2.3,1.2626262626262625,500.0,medium
20218,9319800050,4,2.5,2650,5000,2.0,Average,8,2650,0.0,2007,0.0,1110,6250,"[47.5605, -122.396]",1.6,1.8867924528301887,2.3873873873873874,662.5,medium
17617,7950304065,2,1.0,690,6000,1.0,Average,6,690,0.0,1949,0.0,840,3030,"[47.5621, -122.283]",2.0,8.695652173913043,0.8214285714285714,345.0,low
15160,2770604665,2,1.5,1670,6000,1.0,Average,7,1090,580.0,1950,0.0,1670,6000,"[47.6517, -122.374]",1.3333333333333333,3.592814371257485,1.0,835.0,medium
6774,3303950080,3,2.5,1950,7421,2.0,Average,8,1950,0.0,1996,0.0,2200,4668,"[47.3842, -122.036]",1.2,3.805641025641026,0.8863636363636364,650.0,medium
14062,9828702245,3,2.5,1620,1377,2.0,Average,8,1100,520.0,2009,0.0,1620,1251,"[47.6195, -122.299]",1.2,0.85,1.0,540.0,medium
16848,525069127,4,3.5,4740,172497,2.0,Average,11,4740,0.0,2003,0.0,2120,49658,"[47.6779, -122.075]",1.1428571428571428,36.391772151898735,2.2358490566037736,1185.0,high
10020,1646501920,3,1.75,1250,4120,1.0,Good,7,980,270.0,1925,0.0,1250,4120,"[47.685, -122.36]",1.7142857142857142,3.296,1.0,416.6666666666667,medium
3327,1765100025,3,2.25,1440,9806,1.0,Average,7,1440,0.0,1965,0.0,1590,9782,"[47.3857, -122.212]",1.3333333333333333,6.809722222222222,0.9056603773584906,480.0,medium
7382,8669160010,3,2.5,2095,3438,2.0,Average,7,2095,0.0,2008,0.0,1805,3402,"[47.3523, -122.213]",1.2,1.6410501193317422,1.1606648199445984,698.3333333333334,medium
1262,3339400349,3,2.5,2500,21780,1.0,Average,8,1770,730.0,1986,0.0,2670,23400,"[47.3282, -122.198]",1.2,8.712,0.9363295880149812,833.3333333333334,medium
17359,7979900430,3,2.25,3340,13805,1.0,Average,8,3340,0.0,1950,0.0,2060,12304,"[47.744, -122.292]",1.3333333333333333,4.133233532934132,1.6213592233009708,1113.3333333333333,medium
13117,2490200450,4,2.5,2700,5100,1.0,Good,8,1440,1260.0,1968,0.0,1880,5100,"[47.5331, -122.384]",1.6,1.8888888888888888,1.4361702127659575,675.0,medium
13455,1624049170,4,2.0,2410,8712,1.0,Average,7,1260,1150.0,1958,0.0,2220,6038,"[47.5729, -122.302]",2.0,3.6149377593360996,1.0855855855855856,602.5,medium
6582,7626200280,2,1.0,1170,5000,1.0,Good,7,1030,140.0,1920,0.0,1170,5850,"[47.5449, -122.388]",2.0,4.273504273504273,1.0,585.0,medium
5021,6205500280,3,1.75,1500,13891,1.0,Good,7,1500,0.0,1951,0.0,2020,13891,"[47.5866, -122.175]",1.7142857142857142,9.260666666666667,0.7425742574257426,500.0,medium
12583,4024101451,4,1.0,1510,7200,1.5,Good,7,1510,0.0,1955,0.0,1950,10656,"[47.761, -122.307]",4.0,4.768211920529802,0.7743589743589744,377.5,medium
14995,809001060,4,1.5,2740,4000,2.0,Very Good,9,1930,0.0,1905,0.0,1680,4000,"[47.6343, -122.352]",2.6666666666666665,1.4598540145985401,1.630952380952381,685.0,medium
11413,8857100060,2,1.5,1240,1055,2.0,Average,8,1200,40.0,1967,0.0,1410,1340,"[47.6104, -122.112]",1.3333333333333333,0.8508064516129032,0.8794326241134752,620.0,medium
9802,9265200060,6,4.5,3900,9100,2.0,Average,8,2870,1030.0,1979,0.0,2080,9216,"[47.6612, -122.137]",1.3333333333333333,2.3333333333333335,1.875,650.0,medium
4108,1387300940,3,1.5,1540,7200,1.0,Average,7,1540,0.0,1968,0.0,1560,7500,"[47.7357, -122.195]",2.0,4.675324675324675,0.9871794871794872,513.3333333333334,medium
5213,7696600020,4,1.5,1540,7300,2.0,Average,7,1540,0.0,1973,0.0,1580,7650,"[47.3317, -122.276]",2.6666666666666665,4.740259740259741,0.9746835443037974,385.0,medium
3255,1330300300,3,3.75,3150,8550,2.0,Average,10,3150,0.0,2007,0.0,2510,8550,"[47.6387, -122.284]",0.8,2.7142857142857144,1.254980079681275,1050.0,high
7323,2450000290,5,2.5,3370,8113,2.0,Average,9,3370,0.0,2005,0.0,2470,8113,"[47.5812, -122.196]",2.0,2.4074183976261128,1.3643724696356276,674.0,medium
2690,7616800350,3,2.25,1960,17126,1.0,Average,8,1400,560.0,1966,0.0,2060,11466,"[47.4436, -122.21]",1.3333333333333333,8.737755102040817,0.9514563106796117,653.3333333333334,medium
14501,1931300870,2,1.0,1270,3200,1.0,Good,7,960,310.0,1920,0.0,1410,1320,"[47.6565, -122.348]",2.0,2.5196850393700787,0.900709219858156,635.0,medium
4627,203600590,4,2.5,2770,63118,2.0,Average,9,2770,0.0,1997,0.0,2770,44224,"[47.6622, -121.961]",1.6,22.786281588447654,1.0,692.5,medium
18684,3031200205,5,2.75,2060,8906,1.0,Good,7,1220,840.0,1978,0.0,1840,8906,"[47.5358, -122.289]",1.8181818181818181,4.323300970873786,1.1195652173913044,412.0,medium
1319,1822350070,3,1.5,1380,6657,2.0,Average,7,1380,0.0,1986,0.0,1420,8187,"[47.7085, -122.217]",2.0,4.823913043478261,0.971830985915493,460.0,medium
16590,1432700420,3,1.0,1460,10914,1.0,Good,7,1460,0.0,1959,0.0,1490,8314,"[47.4511, -122.173]",3.0,7.475342465753425,0.9798657718120806,486.6666666666667,medium
5162,6308000020,3,2.5,2290,4203,2.0,Average,9,2290,0.0,2001,0.0,2290,5089,"[47.5441, -122.172]",1.2,1.8353711790393012,1.0,763.3333333333334,medium
7226,7399300780,3,2.25,1530,6600,1.0,Good,7,1240,290.0,1968,0.0,1500,7700,"[47.462, -122.188]",1.3333333333333333,4.313725490196078,1.02,510.0,medium
18018,1320069255,3,1.0,1000,8512,1.0,Average,6,1000,0.0,1991,0.0,1490,10395,"[47.2151, -121.993]",3.0,8.512,0.6711409395973155,333.3333333333333,low
12192,1193000390,5,4.0,3366,7800,2.5,Average,8,2966,400.0,1937,0.0,2340,6000,"[47.6466, -122.391]",1.25,2.3172905525846703,1.4384615384615385,673.2,medium
4529,3818700123,3,2.0,2360,5737,2.0,Average,8,2360,0.0,2003,0.0,1600,9163,"[47.7633, -122.262]",1.5,2.4309322033898306,1.475,786.6666666666666,medium
11667,3303990030,4,2.75,3040,13559,2.0,Average,11,3040,0.0,2003,0.0,3830,12202,"[47.522, -122.149]",1.4545454545454546,4.460197368421053,0.793733681462141,760.0,high
12380,723049301,2,1.75,1660,11437,2.0,Average,7,1660,0.0,1958,1992.0,1290,7860,"[47.4899, -122.339]",1.1428571428571428,6.889759036144579,1.2868217054263567,830.0,medium
9941,5667100045,3,1.75,1550,7270,1.5,Very Good,7,1550,0.0,1953,0.0,1050,7210,"[47.72, -122.317]",1.7142857142857142,4.690322580645161,1.4761904761904763,516.6666666666666,medium
20102,3448000542,2,1.5,1076,1060,3.0,Average,7,1076,0.0,2006,0.0,1076,1060,"[47.7167, -122.298]",1.3333333333333333,0.9851301115241635,1.0,538.0,medium
6336,3523059056,3,2.5,2640,6715,2.0,Average,8,1680,960.0,1991,0.0,2260,7373,"[47.441, -122.125]",1.2,2.543560606060606,1.168141592920354,880.0,medium
6982,1562100380,4,1.75,2140,8000,1.0,Good,8,1410,730.0,1965,0.0,2080,8000,"[47.622, -122.139]",2.2857142857142856,3.7383177570093458,1.0288461538461537,535.0,medium
10066,1972202010,3,3.0,1440,1350,3.5,Average,8,1440,0.0,2005,0.0,1440,1350,"[47.6525, -122.345]",1.0,0.9375,1.0,480.0,medium
917,4302200695,2,1.0,1000,10320,1.0,Average,6,1000,0.0,1943,0.0,1100,5160,"[47.527, -122.356]",2.0,10.32,0.9090909090909091,500.0,low
13288,7967700530,3,1.0,1020,7538,1.0,Average,7,1020,0.0,1981,0.0,1650,7201,"[47.3587, -122.288]",3.0,7.390196078431373,0.6181818181818182,340.0,medium
570,5104510270,4,2.5,1830,5612,2.0,Average,7,1830,0.0,2003,0.0,1830,5998,"[47.3572, -122.015]",1.6,3.066666666666667,1.0,457.5,medium
3414,2473350930,4,1.75,2700,7875,1.5,Good,8,2700,0.0,1968,0.0,2220,7875,"[47.45399999999999, -122.144]",2.2857142857142856,2.9166666666666665,1.2162162162162162,675.0,medium
19437,3755100220,3,1.75,1310,9761,1.0,Average,7,1310,0.0,1967,0.0,1490,9600,"[47.721, -122.228]",1.7142857142857142,7.4511450381679385,0.8791946308724832,436.6666666666667,medium
14806,1523069151,2,1.0,1470,81021,1.0,Good,6,1470,0.0,1949,0.0,2600,69696,"[47.4771, -122.03]",2.0,55.11632653061225,0.5653846153846154,735.0,low
7031,1149900050,4,2.5,2780,7985,2.0,Good,10,2780,0.0,1992,0.0,2650,8094,"[47.5608, -122.016]",1.6,2.8723021582733814,1.049056603773585,695.0,high
6837,2618300190,3,1.5,1110,10296,1.0,Very Good,7,1110,0.0,1964,0.0,1330,10296,"[47.422, -122.153]",2.0,9.275675675675675,0.8345864661654135,370.0,medium
13878,1775920210,3,1.0,1200,9800,1.0,Good,7,1200,0.0,1971,0.0,1220,10220,"[47.7412, -122.109]",3.0,8.166666666666666,0.9836065573770492,400.0,medium
14026,3526039101,4,1.75,2680,6120,1.0,Very Good,8,1340,1340.0,1959,0.0,2320,6840,"[47.6965, -122.393]",2.2857142857142856,2.283582089552239,1.1551724137931034,670.0,medium
14232,6204050040,4,2.5,2090,4196,2.0,Average,8,2090,0.0,2006,0.0,2640,4503,"[47.7453, -122.192]",1.6,2.0076555023923444,0.7916666666666666,522.5,medium
2217,2781260370,4,2.5,2820,5510,2.0,Average,9,2820,0.0,2005,0.0,2820,5510,"[47.3477, -122.024]",1.6,1.9539007092198581,1.0,705.0,medium
20485,8895800090,4,3.25,3270,5187,2.0,Average,9,3110,160.0,2014,0.0,3600,5825,"[47.6966, -122.133]",1.2307692307692308,1.5862385321100918,0.9083333333333333,817.5,medium
18042,7015200900,4,2.5,2440,5737,2.0,Good,8,1700,740.0,1929,0.0,2020,5543,"[47.6472, -122.367]",1.6,2.351229508196721,1.2079207920792079,610.0,medium
2827,1432400490,3,1.0,1170,7560,1.0,Average,6,1170,0.0,1958,0.0,1170,7560,"[47.4514, -122.178]",3.0,6.461538461538462,1.0,390.0,low
18640,9829201020,3,1.25,2400,6653,3.0,Average,11,2400,0.0,1992,0.0,1910,6653,"[47.6019, -122.29]",2.4,2.7720833333333332,1.256544502617801,800.0,high
4996,3625710080,4,3.5,3320,19850,1.0,Good,10,2040,0.0,1977,0.0,3240,15470,"[47.527, -122.228]",1.1428571428571428,5.978915662650603,1.0246913580246915,830.0,high
3262,8731902680,3,2.25,1610,7084,1.0,Good,8,1280,330.0,1968,0.0,2170,8505,"[47.3146, -122.384]",1.3333333333333333,4.4,0.7419354838709677,536.6666666666666,medium
6838,6181400920,3,2.5,1830,4997,2.0,Average,7,1830,0.0,2004,0.0,2488,4998,"[47.3035, -122.283]",1.2,2.730601092896175,0.7355305466237942,610.0,medium
20112,3528900768,3,3.25,1510,2064,2.0,Average,8,1220,290.0,2008,0.0,1670,2594,"[47.6398, -122.345]",0.9230769230769231,1.366887417218543,0.9041916167664671,503.3333333333333,medium
5741,9542801310,3,2.25,2510,9900,1.0,Average,8,1610,900.0,1978,0.0,1940,8510,"[47.2988, -122.374]",1.3333333333333333,3.944223107569721,1.2938144329896908,836.6666666666666,medium
650,4338800370,3,1.0,1000,6020,1.0,Average,6,1000,0.0,1944,0.0,1300,8640,"[47.4793, -122.346]",3.0,6.02,0.7692307692307693,333.3333333333333,low
11094,248000240,3,1.5,1060,9600,1.0,Good,7,1060,0.0,1962,0.0,1440,9600,"[47.3229, -122.348]",2.0,9.056603773584905,0.7361111111111112,353.3333333333333,medium
15407,9359300250,4,2.5,2770,45514,2.0,Good,9,2770,0.0,1989,0.0,2940,49495,"[47.7751, -122.088]",1.6,16.43104693140794,0.9421768707482994,692.5,medium
5395,3291800780,4,2.5,2090,8325,1.0,Good,7,1470,620.0,1983,0.0,1700,8025,"[47.4888, -122.184]",1.6,3.9832535885167464,1.2294117647058824,522.5,medium
7082,7889601870,3,1.0,1270,7500,1.0,Average,7,1270,0.0,1953,0.0,1340,3000,"[47.4921, -122.339]",3.0,5.905511811023622,0.9477611940298507,423.3333333333333,medium
19099,339350150,3,2.75,2740,5735,2.0,Average,9,2740,0.0,2004,0.0,2210,5026,"[47.6862, -122.093]",1.0909090909090908,2.093065693430657,1.239819004524887,913.3333333333334,medium
3521,2426039313,2,1.5,1190,1236,3.0,Average,7,1190,0.0,2005,0.0,1390,1756,"[47.7274, -122.357]",1.3333333333333333,1.038655462184874,0.8561151079136691,595.0,medium
10922,3705900292,3,2.0,1750,9239,1.0,Average,8,1410,340.0,1989,0.0,1720,7874,"[47.7583, -122.339]",1.5,5.279428571428571,1.0174418604651163,583.3333333333334,medium
18774,1535204165,3,1.75,2060,58341,1.0,Average,8,1100,960.0,1982,0.0,1230,14904,"[47.4193, -122.439]",1.7142857142857142,28.320873786407766,1.6747967479674797,686.6666666666666,medium
4478,2919701944,3,1.0,1140,4560,1.0,Good,6,770,370.0,1944,0.0,1340,3980,"[47.6889, -122.362]",3.0,4.0,0.8507462686567164,380.0,low
5660,4039000050,3,1.75,1510,8250,1.0,Good,8,1510,0.0,1962,0.0,1770,8250,"[47.6183, -122.113]",1.7142857142857142,5.4635761589403975,0.8531073446327684,503.3333333333333,medium
9788,395800370,4,1.0,1340,8400,1.0,Very Good,7,1340,0.0,1966,0.0,1120,8400,"[47.3313, -122.343]",4.0,6.268656716417911,1.1964285714285714,335.0,medium
67,3717000160,4,2.5,2240,4648,2.0,Average,7,2240,0.0,2005,0.0,2221,4557,"[47.3378, -122.257]",1.6,2.075,1.0085547050877983,560.0,medium
10776,4154302075,2,1.0,830,7200,1.0,Fair,6,830,0.0,1920,0.0,1150,6600,"[47.5604, -122.275]",2.0,8.674698795180722,0.7217391304347827,415.0,low
13519,7852190410,3,2.5,3240,8016,2.0,Average,8,2910,330.0,2004,0.0,2990,7561,"[47.5382, -121.877]",1.2,2.474074074074074,1.0836120401337792,1080.0,medium
17668,1423069076,3,2.0,2870,95396,1.0,Good,9,1350,1520.0,1980,0.0,2870,102366,"[47.4834, -122.001]",1.5,33.239024390243905,1.0,956.6666666666666,medium
3839,7972601280,5,3.25,2500,7620,1.0,Average,7,1250,1250.0,1962,0.0,2020,7620,"[47.5298, -122.344]",1.5384615384615385,3.048,1.2376237623762376,500.0,medium
15715,2194100050,4,2.5,3180,11652,2.0,Average,9,3180,0.0,1977,0.0,3110,15183,"[47.567, -122.212]",1.6,3.6641509433962263,1.022508038585209,795.0,medium
17375,1088801350,3,2.5,2320,9610,1.0,Average,9,1730,590.0,1990,0.0,2450,9608,"[47.7394, -122.204]",1.2,4.142241379310345,0.9469387755102041,773.3333333333334,medium
8305,2658000215,2,1.0,820,4860,1.0,Very Good,6,820,0.0,1955,0.0,1240,6000,"[47.5298, -122.271]",2.0,5.926829268292683,0.6612903225806451,410.0,low
919,7524000030,3,2.0,1440,9220,1.0,Average,7,1440,0.0,1965,0.0,1390,7830,"[47.3702, -122.317]",1.5,6.402777777777778,1.0359712230215827,480.0,medium
10701,7214711260,4,2.5,3340,34238,1.0,Good,8,2060,1280.0,1977,0.0,2400,36590,"[47.7654, -122.076]",1.6,10.250898203592815,1.3916666666666666,835.0,medium
165,2558660270,3,1.75,1580,7000,1.0,Average,7,1180,400.0,1976,0.0,1640,7500,"[47.7209, -122.168]",1.7142857142857142,4.430379746835443,0.9634146341463414,526.6666666666666,medium
19276,1556200155,3,2.0,1510,3817,1.5,Average,8,1510,0.0,1905,1994.0,1510,3817,"[47.6088, -122.294]",1.5,2.527814569536424,1.0,503.3333333333333,medium
17576,1453601502,4,2.0,2520,7334,1.0,Average,7,1600,920.0,1955,0.0,2040,7937,"[47.7263, -122.291]",2.0,2.91031746031746,1.2352941176470589,630.0,medium
6644,1196000007,5,2.5,3090,12750,1.0,Average,8,1750,1340.0,1968,0.0,1760,25919,"[47.3408, -122.335]",2.0,4.12621359223301,1.7556818181818181,618.0,medium
14334,822059101,4,1.0,1730,36356,1.5,Good,6,1730,0.0,1954,0.0,1380,14060,"[47.4135, -122.199]",4.0,21.015028901734105,1.2536231884057971,432.5,low
16285,472000895,4,2.75,4510,5000,2.5,Average,8,3270,1240.0,1941,2000.0,2010,5000,"[47.6852, -122.4]",1.4545454545454546,1.1086474501108647,2.243781094527363,1127.5,medium
14282,9829201058,3,2.5,2850,7130,2.0,Average,10,1990,860.0,1980,0.0,2280,6459,"[47.603, -122.289]",1.2,2.501754385964912,1.25,950.0,high
4594,9297300740,6,5.25,3600,3960,2.0,Average,7,2400,1200.0,1971,0.0,1450,4600,"[47.5656, -122.372]",1.1428571428571428,1.1,2.4827586206896552,600.0,medium
10698,8564700240,3,2.5,2610,7301,2.0,Average,8,2610,0.0,2004,0.0,2460,7181,"[47.7614, -122.139]",1.2,2.7973180076628354,1.0609756097560976,870.0,medium
13299,1822039138,2,2.25,2320,18919,2.0,Good,8,2320,0.0,1976,0.0,1610,18919,"[47.3905, -122.462]",0.8888888888888888,8.154741379310344,1.4409937888198758,1160.0,medium
2850,7202331220,6,2.5,3880,5700,2.0,Average,7,3880,0.0,2003,0.0,2620,5070,"[47.6816, -122.038]",2.4,1.4690721649484537,1.4809160305343512,646.6666666666666,medium
12638,809001520,4,3.25,3480,6000,3.0,Average,8,3480,0.0,2014,0.0,2200,4080,"[47.6353, -122.353]",1.2307692307692308,1.7241379310344827,1.5818181818181818,870.0,medium
21503,1702901618,1,2.0,1070,675,2.0,Average,8,880,190.0,2007,0.0,1220,788,"[47.5574, -122.284]",0.5,0.6308411214953271,0.8770491803278688,1070.0,medium
4460,8082400011,2,1.0,910,4301,1.0,Good,7,910,0.0,1923,0.0,1810,4301,"[47.6814, -122.399]",2.0,4.7263736263736265,0.5027624309392266,455.0,medium
14908,4287400005,4,2.0,1450,5456,1.0,Very Good,7,1450,0.0,1951,0.0,980,6100,"[47.5442, -122.297]",2.0,3.762758620689655,1.4795918367346939,362.5,medium
6623,7338000950,3,1.5,1280,4452,2.0,Average,6,1280,0.0,1985,0.0,1070,4366,"[47.3344, -122.216]",2.0,3.478125,1.1962616822429906,426.6666666666667,low
9306,1321039076,3,1.0,970,9583,1.0,Good,6,970,0.0,1967,0.0,970,7875,"[47.3044, -122.366]",3.0,9.87938144329897,1.0,323.3333333333333,low
19912,6600000217,4,4.25,4645,7757,2.0,Average,10,3855,790.0,2006,0.0,2150,6970,"[47.6248, -122.29]",0.9411764705882353,1.669967707212056,2.16046511627907,1161.25,high
8490,1722059021,3,2.0,1830,12891,1.0,Average,7,1830,0.0,1994,0.0,2320,8709,"[47.3924, -122.192]",1.5,7.0442622950819676,0.7887931034482759,610.0,medium
9867,5469700060,3,1.75,1650,16200,1.0,Average,7,1650,0.0,1976,0.0,1650,8680,"[47.3926, -122.168]",1.7142857142857142,9.818181818181818,1.0,550.0,medium
2735,9371700132,3,1.75,1390,9585,1.0,Good,7,1390,0.0,1973,0.0,1240,8188,"[47.752, -122.35]",1.7142857142857142,6.89568345323741,1.1209677419354838,463.3333333333333,medium
5669,2597710050,4,2.5,2090,5289,2.0,Average,8,2090,0.0,1989,0.0,2080,7109,"[47.4289, -122.164]",1.6,2.530622009569378,1.0048076923076923,522.5,medium
12031,2998300075,4,2.75,2960,5040,2.0,Average,9,2210,750.0,1952,0.0,2270,5500,"[47.5747, -122.408]",1.4545454545454546,1.7027027027027026,1.303964757709251,740.0,medium
20521,301400940,3,2.25,1489,2800,2.0,Average,7,1489,0.0,2012,0.0,1584,2800,"[47.3454, -122.214]",1.3333333333333333,1.880456682337139,0.9400252525252525,496.3333333333333,medium
2378,4123830070,3,2.0,1750,7000,1.0,Average,8,1750,0.0,1993,0.0,1840,6969,"[47.3693, -122.041]",1.5,4.0,0.9510869565217391,583.3333333333334,medium
15623,1193000380,4,2.25,2230,6000,1.5,Average,8,1810,420.0,1928,0.0,2840,6000,"[47.6464, -122.391]",1.7777777777777777,2.690582959641256,0.7852112676056338,557.5,medium
4172,2349300090,3,1.0,1250,4800,1.0,Good,7,1250,0.0,1951,0.0,1404,4800,"[47.5517, -122.381]",3.0,3.84,0.8903133903133903,416.6666666666667,medium
